Series ID,Year,Period,Label,Value
LASST350000000000003,2022,M02,2022 Feb,5.6
LASST350000000000003,2022,M03,2022 Mar,5.3
LASST350000000000003,2022,M04,2022 Apr,5.3
LASST350000000000003,2022,M05,2022 May,5.1
LASST350000000000003,2022,M06,2022 Jun,4.9
LASST350000000000003,2022,M07,2022 Jul,4.5
LASST350000000000003,2022,M08,2022 Aug,4.4
LASST350000000000003,2022,M09,2022 Sep,4.2
LASST350000000000003,2022,M10,2022 Oct,4.3
LASST360000000000003,2020,M01,2020 Jan,3.9
LASST360000000000003,2020,M02,2020 Feb,3.9
LASST360000000000003,2020,M03,2020 Mar,3.9
LASST360000000000003,2020,M04,2020 Apr,16.2
LASST360000000000003,2020,M05,2020 May,16.5
LASST360000000000003,2020,M06,2020 Jun,13.7
LASST360000000000003,2020,M07,2020 Jul,12.7
LASST360000000000003,2020,M08,2020 Aug,11.0
LASST360000000000003,2020,M09,2020 Sep,10.3
LASST360000000000003,2020,M10,2020 Oct,9.3
LASST360000000000003,2020,M11,2020 Nov,9.1
LASST360000000000003,2020,M12,2020 Dec,8.8
LASST360000000000003,2021,M01,2021 Jan,8.6
LASST360000000000003,2021,M02,2021 Feb,8.4
LASST360000000000003,2021,M03,2021 Mar,7.9
LASST360000000000003,2021,M04,2021 Apr,7.8
LASST360000000000003,2021,M05,2021 May,7.4
LASST360000000000003,2021,M06,2021 Jun,7.4
LASST360000000000003,2021,M07,2021 Jul,6.9
LASST360000000000003,2021,M08,2021 Aug,6.6
LASST360000000000003,2021,M09,2021 Sep,6.0
LASST360000000000003,2021,M10,2021 Oct,5.7
LASST360000000000003,2021,M11,2021 Nov,5.4
LASST360000000000003,2021,M12,2021 Dec,5.4
LASST360000000000003,2022,M01,2022 Jan,5.3
LASST360000000000003,2022,M02,2022 Feb,4.9
LASST360000000000003,2022,M03,2022 Mar,4.6
LASST360000000000003,2022,M04,2022 Apr,4.5
LASST360000000000003,2022,M05,2022 May,4.4
LASST360000000000003,2022,M06,2022 Jun,4.4
LASST360000000000003,2022,M07,2022 Jul,4.3
LASST360000000000003,2022,M08,2022 Aug,4.7
LASST360000000000003,2022,M09,2022 Sep,4.3
LASST360000000000003,2022,M10,2022 Oct,4.4
LASST370000000000003,2020,M01,2020 Jan,3.7
LASST370000000000003,2020,M02,2020 Feb,3.7
LASST370000000000003,2020,M03,2020 Mar,3.9
LASST370000000000003,2020,M04,2020 Apr,14.2
LASST370000000000003,2020,M05,2020 May,11.5
LASST370000000000003,2020,M06,2020 Jun,9.6
LASST370000000000003,2020,M07,2020 Jul,8.6
LASST370000000000003,2020,M08,2020 Aug,7.2
LASST370000000000003,2020,M09,2020 Sep,6.5
LASST370000000000003,2020,M10,2020 Oct,5.8
LASST370000000000003,2020,M11,2020 Nov,5.6
LASST370000000000003,2020,M12,2020 Dec,5.6
LASST370000000000003,2021,M01,2021 Jan,5.5
LASST370000000000003,2021,M02,2021 Feb,5.4
LASST370000000000003,2021,M03,2021 Mar,5.2
LASST370000000000003,2021,M04,2021 Apr,5.1
LASST370000000000003,2021,M05,2021 May,5.0
LASST370000000000003,2021,M06,2021 Jun,5.0
LASST370000000000003,2021,M07,2021 Jul,4.9
LASST370000000000003,2021,M08,2021 Aug,4.8
LASST370000000000003,2021,M09,2021 Sep,4.5
LASST370000000000003,2021,M10,2021 Oct,4.4
LASST370000000000003,2021,M11,2021 Nov,4.2
LASST370000000000003,2021,M12,2021 Dec,4.1
LASST370000000000003,2022,M01,2022 Jan,3.9
LASST370000000000003,2022,M02,2022 Feb,3.7
LASST370000000000003,2022,M03,2022 Mar,3.5
LASST370000000000003,2022,M04,2022 Apr,3.4
LASST370000000000003,2022,M05,2022 May,3.4
LASST370000000000003,2022,M06,2022 Jun,3.4
LASST370000000000003,2022,M07,2022 Jul,3.4
LASST370000000000003,2022,M08,2022 Aug,3.5
LASST370000000000003,2022,M09,2022 Sep,3.6
LASST370000000000003,2022,M10,2022 Oct,3.8
LASST380000000000003,2020,M01,2020 Jan,2.1
LASST380000000000003,2020,M02,2020 Feb,2.2
LASST380000000000003,2020,M03,2020 Mar,2.5
LASST380000000000003,2020,M04,2020 Apr,8.3
LASST380000000000003,2020,M05,2020 May,7.0
LASST380000000000003,2020,M06,2020 Jun,6.4
LASST380000000000003,2020,M07,2020 Jul,6.2
LASST380000000000003,2020,M08,2020 Aug,5.8
LASST380000000000003,2020,M09,2020 Sep,5.6
LASST380000000000003,2020,M10,2020 Oct,5.3
LASST380000000000003,2020,M11,2020 Nov,5.1
LASST380000000000003,2020,M12,2020 Dec,5.0
LASST380000000000003,2021,M01,2021 Jan,4.7
LASST380000000000003,2021,M02,2021 Feb,4.5
LASST380000000000003,2021,M03,2021 Mar,4.3
LASST380000000000003,2021,M04,2021 Apr,4.0
LASST380000000000003,2021,M05,2021 May,3.8
LASST380000000000003,2021,M06,2021 Jun,3.6
LASST380000000000003,2021,M07,2021 Jul,3.4
LASST380000000000003,2021,M08,2021 Aug,3.3
LASST380000000000003,2021,M09,2021 Sep,3.2
LASST380000000000003,2021,M10,2021 Oct,3.2
LASST380000000000003,2021,M11,2021 Nov,3.1
LASST380000000000003,2021,M12,2021 Dec,3.1
LASST380000000000003,2022,M01,2022 Jan,3.1
LASST380000000000003,2022,M02,2022 Feb,2.9
LASST380000000000003,2022,M03,2022 Mar,2.9
LASST380000000000003,2022,M04,2022 Apr,2.8
LASST380000000000003,2022,M05,2022 May,2.6
LASST380000000000003,2022,M06,2022 Jun,2.5
LASST380000000000003,2022,M07,2022 Jul,2.3
LASST380000000000003,2022,M08,2022 Aug,2.3
LASST380000000000003,2022,M09,2022 Sep,2.2
LASST380000000000003,2022,M10,2022 Oct,2.3
LASST390000000000003,2020,M01,2020 Jan,4.5
LASST390000000000003,2020,M02,2020 Feb,4.6
LASST390000000000003,2020,M03,2020 Mar,4.8
LASST390000000000003,2020,M04,2020 Apr,16.4
LASST390000000000003,2020,M05,2020 May,12.7
LASST390000000000003,2020,M06,2020 Jun,11.0
LASST390000000000003,2020,M07,2020 Jul,9.9
LASST390000000000003,2020,M08,2020 Aug,8.4
LASST390000000000003,2020,M09,2020 Sep,7.6
LASST390000000000003,2020,M10,2020 Oct,6.8
LASST390000000000003,2020,M11,2020 Nov,6.5
LASST390000000000003,2020,M12,2020 Dec,6.2
LASST390000000000003,2021,M01,2021 Jan,6.0
LASST390000000000003,2021,M02,2021 Feb,5.8
LASST390000000000003,2021,M03,2021 Mar,5.7
LASST390000000000003,2021,M04,2021 Apr,5.6
LASST390000000000003,2021,M05,2021 May,5.4
LASST390000000000003,2021,M06,2021 Jun,5.3
LASST390000000000003,2021,M07,2021 Jul,5.1
LASST390000000000003,2021,M08,2021 Aug,4.9
LASST390000000000003,2021,M09,2021 Sep,4.7
LASST390000000000003,2021,M10,2021 Oct,4.5
LASST390000000000003,2021,M11,2021 Nov,4.5
LASST390000000000003,2021,M12,2021 Dec,4.5
LASST390000000000003,2022,M01,2022 Jan,4.3
LASST390000000000003,2022,M02,2022 Feb,4.2
LASST390000000000003,2022,M03,2022 Mar,4.1
LASST390000000000003,2022,M04,2022 Apr,4.0
LASST390000000000003,2022,M05,2022 May,3.9
LASST390000000000003,2022,M06,2022 Jun,3.9
LASST390000000000003,2022,M07,2022 Jul,3.9
LASST390000000000003,2022,M08,2022 Aug,4.0
LASST390000000000003,2022,M09,2022 Sep,4.0
LASST390000000000003,2022,M10,2022 Oct,4.2
LASST400000000000003,2020,M01,2020 Jan,3.1
LASST400000000000003,2020,M02,2020 Feb,3.2
LASST400000000000003,2020,M03,2020 Mar,3.2
LASST400000000000003,2020,M04,2020 Apr,12.6
LASST400000000000003,2020,M05,2020 May,9.7
LASST400000000000003,2020,M06,2020 Jun,8.0
LASST400000000000003,2020,M07,2020 Jul,7.2
LASST400000000000003,2020,M08,2020 Aug,6.2
LASST400000000000003,2020,M09,2020 Sep,5.8
LASST400000000000003,2020,M10,2020 Oct,5.4
LASST400000000000003,2020,M11,2020 Nov,5.3
LASST400000000000003,2020,M12,2020 Dec,5.2
LASST400000000000003,2021,M01,2021 Jan,5.0
LASST400000000000003,2021,M02,2021 Feb,4.8
LASST400000000000003,2021,M03,2021 Mar,4.7
LASST400000000000003,2021,M04,2021 Apr,4.5
LASST400000000000003,2021,M05,2021 May,4.4
LASST400000000000003,2021,M06,2021 Jun,4.2
LASST400000000000003,2021,M07,2021 Jul,3.9
LASST400000000000003,2021,M08,2021 Aug,3.5
LASST400000000000003,2021,M09,2021 Sep,3.2
LASST400000000000003,2021,M10,2021 Oct,2.9
LASST400000000000003,2021,M11,2021 Nov,2.8
LASST400000000000003,2021,M12,2021 Dec,2.8
LASST400000000000003,2022,M01,2022 Jan,2.7
LASST400000000000003,2022,M02,2022 Feb,2.6
LASST400000000000003,2022,M03,2022 Mar,2.7
LASST400000000000003,2022,M04,2022 Apr,2.7
LASST400000000000003,2022,M05,2022 May,2.8
LASST400000000000003,2022,M06,2022 Jun,2.9
LASST400000000000003,2022,M07,2022 Jul,2.9
LASST400000000000003,2022,M08,2022 Aug,3.1
LASST400000000000003,2022,M09,2022 Sep,3.2
LASST400000000000003,2022,M10,2022 Oct,3.4
LASST410000000000003,2020,M01,2020 Jan,3.4
LASST410000000000003,2020,M02,2020 Feb,3.4
LASST410000000000003,2020,M03,2020 Mar,3.5
LASST410000000000003,2020,M04,2020 Apr,13.3
LASST410000000000003,2020,M05,2020 May,12.2
LASST410000000000003,2020,M06,2020 Jun,10.5
LASST410000000000003,2020,M07,2020 Jul,9.5
LASST410000000000003,2020,M08,2020 Aug,8.1
LASST410000000000003,2020,M09,2020 Sep,7.5
LASST410000000000003,2020,M10,2020 Oct,6.8
LASST410000000000003,2020,M11,2020 Nov,6.6
LASST410000000000003,2020,M12,2020 Dec,6.6
LASST410000000000003,2021,M01,2021 Jan,6.4
LASST410000000000003,2021,M02,2021 Feb,6.2
LASST410000000000003,2021,M03,2021 Mar,6.1
LASST410000000000003,2021,M04,2021 Apr,5.9
LASST410000000000003,2021,M05,2021 May,5.6
LASST410000000000003,2021,M06,2021 Jun,5.4
LASST410000000000003,2021,M07,2021 Jul,5.1
LASST410000000000003,2021,M08,2021 Aug,4.9
LASST410000000000003,2021,M09,2021 Sep,4.5
LASST410000000000003,2021,M10,2021 Oct,4.4
LASST410000000000003,2021,M11,2021 Nov,4.2
LASST410000000000003,2021,M12,2021 Dec,4.2
LASST410000000000003,2022,M01,2022 Jan,4.2
LASST410000000000003,2022,M02,2022 Feb,4.0
LASST410000000000003,2022,M03,2022 Mar,3.8
LASST410000000000003,2022,M04,2022 Apr,3.7
LASST410000000000003,2022,M05,2022 May,3.5
LASST410000000000003,2022,M06,2022 Jun,3.5
LASST410000000000003,2022,M07,2022 Jul,3.5
LASST410000000000003,2022,M08,2022 Aug,3.7
LASST410000000000003,2022,M09,2022 Sep,3.8
LASST410000000000003,2022,M10,2022 Oct,4.1
LASST420000000000003,2020,M01,2020 Jan,4.8
LASST420000000000003,2020,M02,2020 Feb,5.0
LASST420000000000003,2020,M03,2020 Mar,5.2
LASST420000000000003,2020,M04,2020 Apr,16.5
LASST420000000000003,2020,M05,2020 May,13.1
LASST420000000000003,2020,M06,2020 Jun,11.5
LASST420000000000003,2020,M07,2020 Jul,10.6
LASST420000000000003,2020,M08,2020 Aug,9.5
LASST420000000000003,2020,M09,2020 Sep,8.9
LASST420000000000003,2020,M10,2020 Oct,8.3
LASST420000000000003,2020,M11,2020 Nov,8.0
LASST420000000000003,2020,M12,2020 Dec,7.7
LASST420000000000003,2021,M01,2021 Jan,7.5
LASST420000000000003,2021,M02,2021 Feb,7.3
LASST420000000000003,2021,M03,2021 Mar,7.1
LASST420000000000003,2021,M04,2021 Apr,6.9
LASST420000000000003,2021,M05,2021 May,6.7
LASST420000000000003,2021,M06,2021 Jun,6.6
LASST420000000000003,2021,M07,2021 Jul,6.4
LASST420000000000003,2021,M08,2021 Aug,6.1
LASST420000000000003,2021,M09,2021 Sep,5.8
LASST420000000000003,2021,M10,2021 Oct,5.6
LASST420000000000003,2021,M11,2021 Nov,5.5
LASST420000000000003,2021,M12,2021 Dec,5.5
LASST420000000000003,2022,M01,2022 Jan,5.4
LASST420000000000003,2022,M02,2022 Feb,5.1
LASST420000000000003,2022,M03,2022 Mar,4.9
LASST420000000000003,2022,M04,2022 Apr,4.8
LASST420000000000003,2022,M05,2022 May,4.6
LASST420000000000003,2022,M06,2022 Jun,4.5
LASST420000000000003,2022,M07,2022 Jul,4.3
LASST420000000000003,2022,M08,2022 Aug,4.2
LASST420000000000003,2022,M09,2022 Sep,4.1
LASST420000000000003,2022,M10,2022 Oct,4.0
LASST440000000000003,2020,M01,2020 Jan,3.6
LASST440000000000003,2020,M02,2020 Feb,3.7
LASST440000000000003,2020,M03,2020 Mar,3.6
LASST440000000000003,2020,M04,2020 Apr,18.4
LASST440000000000003,2020,M05,2020 May,15.6
LASST440000000000003,2020,M06,2020 Jun,13.5
LASST440000000000003,2020,M07,2020 Jul,12.2
LASST440000000000003,2020,M08,2020 Aug,10.2
LASST440000000000003,2020,M09,2020 Sep,9.6
LASST440000000000003,2020,M10,2020 Oct,6.9
LASST440000000000003,2020,M11,2020 Nov,6.8
LASST440000000000003,2020,M12,2020 Dec,6.7
LASST440000000000003,2021,M01,2021 Jan,6.3
LASST440000000000003,2021,M02,2021 Feb,6.1
LASST440000000000003,2021,M03,2021 Mar,6.0
LASST440000000000003,2021,M04,2021 Apr,6.1
LASST440000000000003,2021,M05,2021 May,6.0
LASST440000000000003,2021,M06,2021 Jun,6.2
LASST440000000000003,2021,M07,2021 Jul,6.0
LASST440000000000003,2021,M08,2021 Aug,5.8
LASST440000000000003,2021,M09,2021 Sep,5.4
LASST440000000000003,2021,M10,2021 Oct,5.0
LASST440000000000003,2021,M11,2021 Nov,4.7
LASST440000000000003,2021,M12,2021 Dec,4.5
LASST440000000000003,2022,M01,2022 Jan,4.2
LASST440000000000003,2022,M02,2022 Feb,3.9
LASST440000000000003,2022,M03,2022 Mar,3.4
LASST440000000000003,2022,M04,2022 Apr,3.2
LASST440000000000003,2022,M05,2022 May,2.9
LASST440000000000003,2022,M06,2022 Jun,2.7
LASST440000000000003,2022,M07,2022 Jul,2.7
LASST440000000000003,2022,M08,2022 Aug,2.8
LASST440000000000003,2022,M09,2022 Sep,3.1
LASST440000000000003,2022,M10,2022 Oct,3.4
LASST450000000000003,2020,M01,2020 Jan,2.8
LASST450000000000003,2020,M02,2020 Feb,2.9
LASST450000000000003,2020,M03,2020 Mar,3.0
LASST450000000000003,2020,M04,2020 Apr,11.6
LASST450000000000003,2020,M05,2020 May,9.1
LASST450000000000003,2020,M06,2020 Jun,7.8
LASST450000000000003,2020,M07,2020 Jul,7.2
LASST450000000000003,2020,M08,2020 Aug,6.3
LASST450000000000003,2020,M09,2020 Sep,5.9
LASST450000000000003,2020,M10,2020 Oct,5.3
LASST450000000000003,2020,M11,2020 Nov,5.1
LASST450000000000003,2020,M12,2020 Dec,4.9
LASST450000000000003,2021,M01,2021 Jan,4.6
LASST450000000000003,2021,M02,2021 Feb,4.4
LASST450000000000003,2021,M03,2021 Mar,4.3
LASST450000000000003,2021,M04,2021 Apr,4.2
LASST450000000000003,2021,M05,2021 May,4.1
LASST450000000000003,2021,M06,2021 Jun,4.1
LASST450000000000003,2021,M07,2021 Jul,4.0
LASST450000000000003,2021,M08,2021 Aug,3.9
LASST450000000000003,2021,M09,2021 Sep,3.8
LASST450000000000003,2021,M10,2021 Oct,3.6
LASST450000000000003,2021,M11,2021 Nov,3.6
LASST450000000000003,2021,M12,2021 Dec,3.6
LASST450000000000003,2022,M01,2022 Jan,3.5
LASST450000000000003,2022,M02,2022 Feb,3.5
LASST450000000000003,2022,M03,2022 Mar,3.4
LASST450000000000003,2022,M04,2022 Apr,3.3
LASST450000000000003,2022,M05,2022 May,3.3
LASST450000000000003,2022,M06,2022 Jun,3.2
LASST450000000000003,2022,M07,2022 Jul,3.2
LASST450000000000003,2022,M08,2022 Aug,3.1
LASST450000000000003,2022,M09,2022 Sep,3.2
LASST450000000000003,2022,M10,2022 Oct,3.3
LASST460000000000003,2020,M01,2020 Jan,2.7
LASST460000000000003,2020,M02,2020 Feb,2.6
LASST460000000000003,2020,M03,2020 Mar,2.5
LASST460000000000003,2020,M04,2020 Apr,8.8
LASST460000000000003,2020,M05,2020 May,6.6
LASST460000000000003,2020,M06,2020 Jun,5.3
LASST460000000000003,2020,M07,2020 Jul,4.8
LASST460000000000003,2020,M08,2020 Aug,4.3
LASST460000000000003,2020,M09,2020 Sep,4.0
LASST460000000000003,2020,M10,2020 Oct,3.7
LASST460000000000003,2020,M11,2020 Nov,3.6
LASST460000000000003,2020,M12,2020 Dec,3.5
LASST460000000000003,2021,M01,2021 Jan,3.3
LASST460000000000003,2021,M02,2021 Feb,3.2
LASST460000000000003,2021,M03,2021 Mar,3.2
LASST460000000000003,2021,M04,2021 Apr,3.2
LASST460000000000003,2021,M05,2021 May,3.2
LASST460000000000003,2021,M06,2021 Jun,3.2
LASST460000000000003,2021,M07,2021 Jul,3.2
LASST460000000000003,2021,M08,2021 Aug,3.2
LASST460000000000003,2021,M09,2021 Sep,3.1
LASST460000000000003,2021,M10,2021 Oct,3.0
LASST460000000000003,2021,M11,2021 Nov,2.9
LASST460000000000003,2021,M12,2021 Dec,2.9
LASST460000000000003,2022,M01,2022 Jan,2.8
LASST460000000000003,2022,M02,2022 Feb,2.6
LASST460000000000003,2022,M03,2022 Mar,2.5
LASST460000000000003,2022,M04,2022 Apr,2.3
LASST460000000000003,2022,M05,2022 May,2.3
LASST460000000000003,2022,M06,2022 Jun,2.3
LASST460000000000003,2022,M07,2022 Jul,2.3
LASST460000000000003,2022,M08,2022 Aug,2.3
LASST460000000000003,2022,M09,2022 Sep,2.3
LASST460000000000003,2022,M10,2022 Oct,2.4
LASST470000000000003,2020,M01,2020 Jan,3.6
LASST470000000000003,2020,M02,2020 Feb,3.6
LASST470000000000003,2020,M03,2020 Mar,3.6
LASST470000000000003,2020,M04,2020 Apr,15.9
LASST470000000000003,2020,M05,2020 May,12.1
LASST470000000000003,2020,M06,2020 Jun,10.1
LASST470000000000003,2020,M07,2020 Jul,8.8
LASST470000000000003,2020,M08,2020 Aug,7.5
LASST470000000000003,2020,M09,2020 Sep,6.9
LASST470000000000003,2020,M10,2020 Oct,6.1
LASST470000000000003,2020,M11,2020 Nov,5.7
LASST470000000000003,2020,M12,2020 Dec,5.5
LASST470000000000003,2021,M01,2021 Jan,5.2
LASST470000000000003,2021,M02,2021 Feb,5.0
LASST470000000000003,2021,M03,2021 Mar,4.9
LASST470000000000003,2021,M04,2021 Apr,4.8
LASST470000000000003,2021,M05,2021 May,4.6
LASST470000000000003,2021,M06,2021 Jun,4.4
LASST470000000000003,2021,M07,2021 Jul,4.2
LASST470000000000003,2021,M08,2021 Aug,4.0
LASST470000000000003,2021,M09,2021 Sep,3.8
LASST470000000000003,2021,M10,2021 Oct,3.7
LASST470000000000003,2021,M11,2021 Nov,3.6
LASST470000000000003,2021,M12,2021 Dec,3.6
LASST470000000000003,2022,M01,2022 Jan,3.5
LASST470000000000003,2022,M02,2022 Feb,3.4
LASST470000000000003,2022,M03,2022 Mar,3.2
LASST470000000000003,2022,M04,2022 Apr,3.2
LASST470000000000003,2022,M05,2022 May,3.3
LASST470000000000003,2022,M06,2022 Jun,3.3
LASST470000000000003,2022,M07,2022 Jul,3.3
LASST470000000000003,2022,M08,2022 Aug,3.4
LASST470000000000003,2022,M09,2022 Sep,3.4
LASST470000000000003,2022,M10,2022 Oct,3.5
LASST480000000000003,2020,M01,2020 Jan,3.4
LASST480000000000003,2020,M02,2020 Feb,3.5
LASST480000000000003,2020,M03,2020 Mar,5.1
LASST480000000000003,2020,M04,2020 Apr,12.6
LASST480000000000003,2020,M05,2020 May,11.8
LASST480000000000003,2020,M06,2020 Jun,10.1
LASST480000000000003,2020,M07,2020 Jul,9.3
LASST480000000000003,2020,M08,2020 Aug,8.1
LASST480000000000003,2020,M09,2020 Sep,7.7
LASST480000000000003,2020,M10,2020 Oct,7.1
LASST480000000000003,2020,M11,2020 Nov,6.9
LASST480000000000003,2020,M12,2020 Dec,6.9
LASST480000000000003,2021,M01,2021 Jan,6.7
LASST480000000000003,2021,M02,2021 Feb,6.6
LASST480000000000003,2021,M03,2021 Mar,6.4
LASST480000000000003,2021,M04,2021 Apr,6.2
LASST480000000000003,2021,M05,2021 May,5.9
LASST480000000000003,2021,M06,2021 Jun,5.9
LASST480000000000003,2021,M07,2021 Jul,5.6
LASST480000000000003,2021,M08,2021 Aug,5.4
LASST480000000000003,2021,M09,2021 Sep,5.1
LASST480000000000003,2021,M10,2021 Oct,5.0
LASST480000000000003,2021,M11,2021 Nov,4.9
LASST480000000000003,2021,M12,2021 Dec,4.8
LASST480000000000003,2022,M01,2022 Jan,4.8
LASST480000000000003,2022,M02,2022 Feb,4.7
LASST480000000000003,2022,M03,2022 Mar,4.4
LASST480000000000003,2022,M04,2022 Apr,4.3
LASST480000000000003,2022,M05,2022 May,4.2
LASST480000000000003,2022,M06,2022 Jun,4.1
LASST480000000000003,2022,M07,2022 Jul,4.0
LASST480000000000003,2022,M08,2022 Aug,4.1
LASST480000000000003,2022,M09,2022 Sep,4.0
LASST480000000000003,2022,M10,2022 Oct,4.0
LASST490000000000003,2020,M01,2020 Jan,2.5
LASST490000000000003,2020,M02,2020 Feb,2.6
LASST490000000000003,2020,M03,2020 Mar,2.5
LASST490000000000003,2020,M04,2020 Apr,10.0
LASST490000000000003,2020,M05,2020 May,7.6
LASST490000000000003,2020,M06,2020 Jun,6.2
LASST490000000000003,2020,M07,2020 Jul,5.4
LASST490000000000003,2020,M08,2020 Aug,4.6
LASST490000000000003,2020,M09,2020 Sep,4.3
LASST490000000000003,2020,M10,2020 Oct,3.9
LASST490000000000003,2020,M11,2020 Nov,3.7
LASST490000000000003,2020,M12,2020 Dec,3.5
LASST490000000000003,2021,M01,2021 Jan,3.3
LASST490000000000003,2021,M02,2021 Feb,3.1
LASST490000000000003,2021,M03,2021 Mar,3.0
LASST490000000000003,2021,M04,2021 Apr,2.9
LASST490000000000003,2021,M05,2021 May,2.8
LASST490000000000003,2021,M06,2021 Jun,2.8
LASST490000000000003,2021,M07,2021 Jul,2.7
LASST490000000000003,2021,M08,2021 Aug,2.6
LASST490000000000003,2021,M09,2021 Sep,2.5
LASST490000000000003,2021,M10,2021 Oct,2.3
LASST490000000000003,2021,M11,2021 Nov,2.3
LASST490000000000003,2021,M12,2021 Dec,2.3
LASST490000000000003,2022,M01,2022 Jan,2.2
LASST490000000000003,2022,M02,2022 Feb,2.1
LASST490000000000003,2022,M03,2022 Mar,2.0
LASST490000000000003,2022,M04,2022 Apr,1.9
LASST490000000000003,2022,M05,2022 May,2.0
LASST490000000000003,2022,M06,2022 Jun,2.0
LASST490000000000003,2022,M07,2022 Jul,2.0
LASST490000000000003,2022,M08,2022 Aug,2.0
LASST490000000000003,2022,M09,2022 Sep,2.1
LASST490000000000003,2022,M10,2022 Oct,2.1
LASST500000000000003,2020,M01,2020 Jan,2.5
LASST500000000000003,2020,M02,2020 Feb,2.6
LASST500000000000003,2020,M03,2020 Mar,2.7
LASST500000000000003,2020,M04,2020 Apr,14.3
LASST500000000000003,2020,M05,2020 May,9.5
LASST500000000000003,2020,M06,2020 Jun,7.6
LASST500000000000003,2020,M07,2020 Jul,6.4
LASST500000000000003,2020,M08,2020 Aug,5.1
LASST500000000000003,2020,M09,2020 Sep,4.5
LASST500000000000003,2020,M10,2020 Oct,4.0
LASST500000000000003,2020,M11,2020 Nov,3.8
LASST500000000000003,2020,M12,2020 Dec,3.8
LASST500000000000003,2021,M01,2021 Jan,3.9
LASST500000000000003,2021,M02,2021 Feb,3.9
LASST500000000000003,2021,M03,2021 Mar,3.8
LASST500000000000003,2021,M04,2021 Apr,3.7
LASST500000000000003,2021,M05,2021 May,3.6
LASST500000000000003,2021,M06,2021 Jun,3.5
LASST500000000000003,2021,M07,2021 Jul,3.3
LASST500000000000003,2021,M08,2021 Aug,3.2
LASST500000000000003,2021,M09,2021 Sep,3.2
LASST500000000000003,2021,M10,2021 Oct,3.1
LASST500000000000003,2021,M11,2021 Nov,3.1
LASST500000000000003,2021,M12,2021 Dec,3.1
LASST500000000000003,2022,M01,2022 Jan,3.0
LASST500000000000003,2022,M02,2022 Feb,2.9
LASST500000000000003,2022,M03,2022 Mar,2.6
LASST500000000000003,2022,M04,2022 Apr,2.5
LASST500000000000003,2022,M05,2022 May,2.3
LASST500000000000003,2022,M06,2022 Jun,2.2
LASST500000000000003,2022,M07,2022 Jul,2.1
LASST500000000000003,2022,M08,2022 Aug,2.1
LASST500000000000003,2022,M09,2022 Sep,2.1
LASST500000000000003,2022,M10,2022 Oct,2.3
LASST510000000000003,2020,M01,2020 Jan,2.6
LASST510000000000003,2020,M02,2020 Feb,2.7
LASST510000000000003,2020,M03,2020 Mar,2.9
LASST510000000000003,2020,M04,2020 Apr,11.6
LASST510000000000003,2020,M05,2020 May,9.6
LASST510000000000003,2020,M06,2020 Jun,8.5
LASST510000000000003,2020,M07,2020 Jul,7.9
LASST510000000000003,2020,M08,2020 Aug,7.0
LASST510000000000003,2020,M09,2020 Sep,6.3
LASST510000000000003,2020,M10,2020 Oct,5.6
LASST510000000000003,2020,M11,2020 Nov,5.2
LASST510000000000003,2020,M12,2020 Dec,5.0
LASST510000000000003,2021,M01,2021 Jan,4.8
LASST510000000000003,2021,M02,2021 Feb,4.6
LASST510000000000003,2021,M03,2021 Mar,4.5
LASST510000000000003,2021,M04,2021 Apr,4.3
LASST510000000000003,2021,M05,2021 May,4.1
LASST510000000000003,2021,M06,2021 Jun,4.0
LASST510000000000003,2021,M07,2021 Jul,3.8
LASST510000000000003,2021,M08,2021 Aug,3.6
LASST510000000000003,2021,M09,2021 Sep,3.4
LASST510000000000003,2021,M10,2021 Oct,3.4
LASST510000000000003,2021,M11,2021 Nov,3.3
LASST510000000000003,2021,M12,2021 Dec,3.3
LASST510000000000003,2022,M01,2022 Jan,3.3
LASST510000000000003,2022,M02,2022 Feb,3.2
LASST510000000000003,2022,M03,2022 Mar,3.0
LASST510000000000003,2022,M04,2022 Apr,3.0
LASST510000000000003,2022,M05,2022 May,3.0
LASST510000000000003,2022,M06,2022 Jun,2.8
LASST510000000000003,2022,M07,2022 Jul,2.7
LASST510000000000003,2022,M08,2022 Aug,2.6
LASST510000000000003,2022,M09,2022 Sep,2.6
LASST510000000000003,2022,M10,2022 Oct,2.7
LASST530000000000003,2020,M01,2020 Jan,3.9
LASST530000000000003,2020,M02,2020 Feb,3.9
LASST530000000000003,2020,M03,2020 Mar,5.3
LASST530000000000003,2020,M04,2020 Apr,16.8
LASST530000000000003,2020,M05,2020 May,13.2
LASST530000000000003,2020,M06,2020 Jun,11.4
LASST530000000000003,2020,M07,2020 Jul,10.2
LASST530000000000003,2020,M08,2020 Aug,8.7
LASST530000000000003,2020,M09,2020 Sep,7.9
LASST530000000000003,2020,M10,2020 Oct,7.1
LASST530000000000003,2020,M11,2020 Nov,6.7
LASST530000000000003,2020,M12,2020 Dec,6.5
LASST530000000000003,2021,M01,2021 Jan,6.3
LASST530000000000003,2021,M02,2021 Feb,6.1
LASST530000000000003,2021,M03,2021 Mar,5.8
LASST530000000000003,2021,M04,2021 Apr,5.7
LASST530000000000003,2021,M05,2021 May,5.5
LASST530000000000003,2021,M06,2021 Jun,5.4
LASST530000000000003,2021,M07,2021 Jul,5.2
LASST530000000000003,2021,M08,2021 Aug,5.0
LASST530000000000003,2021,M09,2021 Sep,4.8
LASST530000000000003,2021,M10,2021 Oct,4.6
